component_id,type,name,performance_level
708_STORAGE,STORAGE,1280.0 GB,Low
709_CPU,CPU,Intel Core i3 10th Gen,Low
709_GPU,GPU,Intel Integrated UHD,Low
709_RAM,RAM,8 GB,Low
709_STORAGE,STORAGE,512.0 GB,Low
710_CPU,CPU,Intel Core i5 11th Gen,Low
710_GPU,GPU,Integrated,Low
710_RAM,RAM,4 GB,Low
710_STORAGE,STORAGE,512.0 GB,Low
711_CPU,CPU,Intel Core i3 10th Gen,Low
711_GPU,GPU,Intel Integrated UHD,Low
711_RAM,RAM,8 GB,Low
711_STORAGE,STORAGE,1024.0 GB,Low
712_CPU,CPU,Intel Core i7 11th Gen,High
712_GPU,GPU,NVIDIA GeForce RTX 3060,High
712_RAM,RAM,16 GB,High
712_STORAGE,STORAGE,1024.0 GB,High
713_CPU,CPU,Intel Core i3 10th Gen,Low
713_GPU,GPU,Intel Integrated UHD,Low
713_RAM,RAM,4 GB,Low
713_STORAGE,STORAGE,256.0 GB,Low
714_CPU,CPU,Intel Core i3 10th Gen,Low
714_GPU,GPU,Intel Integrated UHD,Low
714_RAM,RAM,8 GB,Low
714_STORAGE,STORAGE,1024.0 GB,Low
715_CPU,CPU,Intel Core i3 11th Gen,Low
715_GPU,GPU,Intel Integrated UHD,Low
715_RAM,RAM,8 GB,Low
715_STORAGE,STORAGE,256.0 GB,Low
716_CPU,CPU,AMD APU Dual Core A6,Low
716_GPU,GPU,AMD Radeon R4,Low
716_RAM,RAM,4 GB,Low
716_STORAGE,STORAGE,128.0 GB,Low
717_CPU,CPU,AMD Ryzen 9 Octa Core,Extreme
717_GPU,GPU,NVIDIA GeForce RTX 3060,Extreme
717_RAM,RAM,16 GB,Extreme
717_STORAGE,STORAGE,1024.0 GB,Extreme
718_CPU,CPU,Intel Core i3 11th Gen,Low
718_GPU,GPU,Intel Integrated UHD,Low
718_RAM,RAM,8 GB,Low
718_STORAGE,STORAGE,1280.0 GB,Low
719_CPU,CPU,Intel Core i5 11th Gen,Low
719_GPU,GPU,Intel Integrated Iris Xe,Low
719_RAM,RAM,8 GB,Low
719_STORAGE,STORAGE,1280.0 GB,Low
720_CPU,CPU,Intel Core i5 10th Gen,Low
720_GPU,GPU,Intel Integrated UHD,Low
720_RAM,RAM,8 GB,Low
720_STORAGE,STORAGE,512.0 GB,Low
721_CPU,CPU,Intel Core i5 11th Gen,Low
721_GPU,GPU,Intel Integrated Iris Xe,Low
721_RAM,RAM,16 GB,Low
721_STORAGE,STORAGE,512.0 GB,Low
722_CPU,CPU,MediaTek MediaTek Kompanio 500,Low
722_GPU,GPU,MediaTek Integrated,Low
722_RAM,RAM,4 GB,Low
722_STORAGE,STORAGE,nan GB,Low
723_CPU,CPU,Intel Core i5 11th Gen,Low
723_GPU,GPU,Intel Integrated Iris Xe,Low
723_RAM,RAM,8 GB,Low
723_STORAGE,STORAGE,512.0 GB,Low
724_CPU,CPU,Apple M1,Low
724_GPU,GPU,Integrated,Low
724_RAM,RAM,8 GB,Low
724_STORAGE,STORAGE,512.0 GB,Low
725_CPU,CPU,Apple M1,Low
725_GPU,GPU,Integrated,Low
725_RAM,RAM,8 GB,Low
725_STORAGE,STORAGE,1024.0 GB,Low
726_CPU,CPU,Apple M1,Low
726_GPU,GPU,Integrated,Low
726_RAM,RAM,8 GB,Low
726_STORAGE,STORAGE,512.0 GB,Low
727_CPU,CPU,AMD APU Dual Core A9,Low
727_GPU,GPU,AMD Radeon,Low
727_RAM,RAM,4 GB,Low
727_STORAGE,STORAGE,1024.0 GB,Low
728_CPU,CPU,AMD Ryzen 7 Octa Core,Extreme
728_GPU,GPU,NVIDIA GeForce RTX 3060,Extreme
728_RAM,RAM,16 GB,Extreme
728_STORAGE,STORAGE,1024.0 GB,Extreme
729_CPU,CPU,Intel Celeron Dual Core,Low
729_GPU,GPU,Intel Integrated UHD 600,Low
729_RAM,RAM,4 GB,Low
729_STORAGE,STORAGE,nan GB,Low
730_CPU,CPU,Intel Celeron Dual Core,Low
730_GPU,GPU,Intel Integrated HD 500,Low
730_RAM,RAM,4 GB,Low
730_STORAGE,STORAGE,nan GB,Low
731_CPU,CPU,Intel Celeron Dual Core,Low
731_GPU,GPU,Intel Integrated HD 500,Low
731_RAM,RAM,4 GB,Low
731_STORAGE,STORAGE,nan GB,Low
732_CPU,CPU,AMD Ryzen 7 Octa Core,Extreme
732_GPU,GPU,NVIDIA GeForce RTX 3070,Extreme
732_RAM,RAM,16 GB,Extreme
732_STORAGE,STORAGE,1024.0 GB,Extreme
733_CPU,CPU,Intel Celeron Dual Core,Low
733_GPU,GPU,Intel Integrated HD 500,Low
733_RAM,RAM,4 GB,Low
733_STORAGE,STORAGE,nan GB,Low
734_CPU,CPU,Intel Celeron Dual Core,Low
734_GPU,GPU,Intel Integrated HD 500,Low
734_RAM,RAM,4 GB,Low
734_STORAGE,STORAGE,nan GB,Low
735_CPU,CPU,AMD Ryzen 9 Octa Core,High
735_GPU,GPU,NVIDIA GeForce GTX 1650,High
735_RAM,RAM,32 GB,High
735_STORAGE,STORAGE,1024.0 GB,High
736_CPU,CPU,Intel Celeron Dual Core,Low
736_GPU,GPU,Intel Integrated HD 500,Low
736_RAM,RAM,4 GB,Low
736_STORAGE,STORAGE,nan GB,Low
737_CPU,CPU,AMD Ryzen 7 Octa Core,High
737_GPU,GPU,NVIDIA GeForce RTX 3050,High
737_RAM,RAM,16 GB,High
737_STORAGE,STORAGE,512.0 GB,High
738_CPU,CPU,Intel Celeron Dual Core,Low
738_GPU,GPU,Intel Integrated UHD 600,Low
738_RAM,RAM,4 GB,Low
738_STORAGE,STORAGE,nan GB,Low
739_CPU,CPU,AMD Ryzen 5 Hexa Core,Medium
739_GPU,GPU,NVIDIA GeForce GTX 1650,Medium
739_RAM,RAM,8 GB,Medium
739_STORAGE,STORAGE,512.0 GB,Medium
740_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
740_GPU,GPU,AMD Radeon AMD Radeon,Low
740_RAM,RAM,8 GB,Low
740_STORAGE,STORAGE,1024.0 GB,Low
741_CPU,CPU,AMD APU Dual Core A9,Low
741_GPU,GPU,AMD Radeon R5,Low
741_RAM,RAM,4 GB,Low
741_STORAGE,STORAGE,1024.0 GB,Low
742_CPU,CPU,Intel Core i5 11th Gen,Low
742_GPU,GPU,Intel Integrated Iris Xe,Low
742_RAM,RAM,8 GB,Low
742_STORAGE,STORAGE,512.0 GB,Low
743_CPU,CPU,Intel Core i5 10th Gen,Medium
743_GPU,GPU,NVIDIA GeForce GTX 1650,Medium
743_RAM,RAM,8 GB,Medium
743_STORAGE,STORAGE,512.0 GB,Medium
744_CPU,CPU,AMD Ryzen 5 Hexa Core,Medium
744_GPU,GPU,NVIDIA GeForce RTX 3050,Medium
744_RAM,RAM,8 GB,Medium
744_STORAGE,STORAGE,1280.0 GB,Medium
745_CPU,CPU,Intel Core i5 11th Gen,Low
745_GPU,GPU,Intel Integrated Iris Xe,Low
745_RAM,RAM,16 GB,Low
745_STORAGE,STORAGE,512.0 GB,Low
746_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
746_GPU,GPU,AMD Radeon,Low
746_RAM,RAM,8 GB,Low
746_STORAGE,STORAGE,512.0 GB,Low
747_CPU,CPU,AMD Ryzen 7 Octa Core,High
747_GPU,GPU,NVIDIA GeForce RTX 3050,High
747_RAM,RAM,16 GB,High
747_STORAGE,STORAGE,1024.0 GB,High
748_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
748_GPU,GPU,AMD Radeon,Low
748_RAM,RAM,8 GB,Low
748_STORAGE,STORAGE,512.0 GB,Low
749_CPU,CPU,AMD APU Dual Core A6,Low
749_GPU,GPU,AMD Radeon R4 (Stoney Ridge),Low
749_RAM,RAM,4 GB,Low
749_STORAGE,STORAGE,1024.0 GB,Low
750_CPU,CPU,Intel Core i3 10th Gen,Low
750_GPU,GPU,Intel Integrated UHD,Low
750_RAM,RAM,8 GB,Low
750_STORAGE,STORAGE,512.0 GB,Low
751_CPU,CPU,Intel Core i5 11th Gen,Medium
751_GPU,GPU,NVIDIA GeForce MX350,Medium
751_RAM,RAM,16 GB,Medium
751_STORAGE,STORAGE,512.0 GB,Medium
752_CPU,CPU,Intel Core i5 10th Gen,Low
752_GPU,GPU,NVIDIA GeForce MX330,Low
752_RAM,RAM,8 GB,Low
752_STORAGE,STORAGE,1280.0 GB,Low
753_CPU,CPU,Intel Core i5 11th Gen,Low
753_GPU,GPU,Intel Integrated Iris Xe,Low
753_RAM,RAM,16 GB,Low
753_STORAGE,STORAGE,512.0 GB,Low
754_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
754_GPU,GPU,AMD Radeon Vega,Low
754_RAM,RAM,8 GB,Low
754_STORAGE,STORAGE,512.0 GB,Low
755_CPU,CPU,Intel Core i5 11th Gen,Medium
755_GPU,GPU,NVIDIA GeForce MX450,Medium
755_RAM,RAM,16 GB,Medium
755_STORAGE,STORAGE,512.0 GB,Medium
756_CPU,CPU,Intel Core i5 11th Gen,Low
756_GPU,GPU,NA Intel® Iris® Xe Graphics,Low
756_RAM,RAM,16 GB,Low
756_STORAGE,STORAGE,512.0 GB,Low
757_CPU,CPU,Intel Core i5 11th Gen,Medium
757_GPU,GPU,NVIDIA GeForce MX350,Medium
757_RAM,RAM,16 GB,Medium
757_STORAGE,STORAGE,512.0 GB,Medium
758_CPU,CPU,Intel Core i7 11th Gen,Low
758_GPU,GPU,Intel Integrated Iris Xe,Low
758_RAM,RAM,16 GB,Low
758_STORAGE,STORAGE,1024.0 GB,Low
759_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
759_GPU,GPU,AMD Radeon,Low
759_RAM,RAM,16 GB,Low
759_STORAGE,STORAGE,512.0 GB,Low
760_CPU,CPU,AMD Ryzen 5 Hexa Core,Medium
760_GPU,GPU,NVIDIA GeForce GTX 1650Ti,Medium
760_RAM,RAM,8 GB,Medium
760_STORAGE,STORAGE,512.0 GB,Medium
761_CPU,CPU,Intel Core i5 11th Gen,Low
761_GPU,GPU,Intel Integrated Iris Xe,Low
761_RAM,RAM,16 GB,Low
761_STORAGE,STORAGE,512.0 GB,Low
762_CPU,CPU,Intel Core i5 11th Gen,Low
762_GPU,GPU,Intel Integrated Iris Xe,Low
762_RAM,RAM,8 GB,Low
762_STORAGE,STORAGE,512.0 GB,Low
763_CPU,CPU,Intel Core i7 11th Gen,High
763_GPU,GPU,NVIDIA GeForce RTX 3050,High
763_RAM,RAM,8 GB,High
763_STORAGE,STORAGE,1024.0 GB,High
764_CPU,CPU,Intel Core i5 10th Gen,Medium
764_GPU,GPU,NVIDIA GeForce GTX 1650 Max Q,Medium
764_RAM,RAM,8 GB,Medium
764_STORAGE,STORAGE,1024.0 GB,Medium
765_CPU,CPU,Intel Core i5 10th Gen,Medium
765_GPU,GPU,NVIDIA GeForce GTX 1650,Medium
765_RAM,RAM,16 GB,Medium
765_STORAGE,STORAGE,512.0 GB,Medium
766_CPU,CPU,Intel Core i5 10th Gen,Medium
766_GPU,GPU,NVIDIA GeForce GTX 1650,Medium
766_RAM,RAM,16 GB,Medium
766_STORAGE,STORAGE,512.0 GB,Medium
767_CPU,CPU,AMD Ryzen 9 Octa Core,High
767_GPU,GPU,NVIDIA GeForce GTX 1650,High
767_RAM,RAM,16 GB,High
767_STORAGE,STORAGE,1024.0 GB,High
768_CPU,CPU,Intel Core i5 11th Gen,Medium
768_GPU,GPU,NVIDIA GeForce RTX 3050,Medium
768_RAM,RAM,8 GB,Medium
768_STORAGE,STORAGE,1024.0 GB,Medium
769_CPU,CPU,Intel Core i5 10th Gen,Medium
769_GPU,GPU,NVIDIA GeForce GTX 1650,Medium
769_RAM,RAM,8 GB,Medium
769_STORAGE,STORAGE,512.0 GB,Medium
770_CPU,CPU,Intel Core i7 11th Gen,High
770_GPU,GPU,NVIDIA GeForce RTX 3060,High
770_RAM,RAM,16 GB,High
770_STORAGE,STORAGE,1024.0 GB,High
771_CPU,CPU,Intel Core i3 10th Gen,Low
771_GPU,GPU,Intel Integrated UHD,Low
771_RAM,RAM,8 GB,Low
771_STORAGE,STORAGE,1024.0 GB,Low
772_CPU,CPU,Intel Core i5 11th Gen,Low
772_GPU,GPU,NVIDIA GeForce MX450,Low
772_RAM,RAM,8 GB,Low
772_STORAGE,STORAGE,1280.0 GB,Low
773_CPU,CPU,Intel Core i5 11th Gen,Medium
773_GPU,GPU,NVIDIA GeForce MX450,Medium
773_RAM,RAM,16 GB,Medium
773_STORAGE,STORAGE,512.0 GB,Medium
774_CPU,CPU,Intel Core i3 10th Gen,Low
774_GPU,GPU,Intel Integrated UHD,Low
774_RAM,RAM,4 GB,Low
774_STORAGE,STORAGE,1280.0 GB,Low
775_CPU,CPU,AMD Ryzen 5 Hexa Core,Medium
775_GPU,GPU,NVIDIA GeForce GTX 1650,Medium
775_RAM,RAM,8 GB,Medium
775_STORAGE,STORAGE,512.0 GB,Medium
776_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
776_GPU,GPU,AMD Radeon Vega,Low
776_RAM,RAM,8 GB,Low
776_STORAGE,STORAGE,512.0 GB,Low
777_CPU,CPU,Intel Core i5 11th Gen,Low
777_GPU,GPU,NVIDIA GeForce MX350,Low
777_RAM,RAM,8 GB,Low
777_STORAGE,STORAGE,512.0 GB,Low
778_CPU,CPU,Intel Core i3 11th Gen,Low
778_GPU,GPU,Intel Integrated UHD,Low
778_RAM,RAM,8 GB,Low
778_STORAGE,STORAGE,256.0 GB,Low
779_CPU,CPU,Intel Core i5 11th Gen,Low
779_GPU,GPU,Intel Integrated Iris Xe,Low
779_RAM,RAM,16 GB,Low
779_STORAGE,STORAGE,512.0 GB,Low
780_CPU,CPU,Intel Hexa Core i5 10th Gen,High
780_GPU,GPU,NVIDIA GeForce RTX 3060,High
780_RAM,RAM,16 GB,High
780_STORAGE,STORAGE,512.0 GB,High
781_CPU,CPU,Intel Hexa Core i5 10th Gen,Medium
781_GPU,GPU,NVIDIA GeForce GTX 1650 Max Q,Medium
781_RAM,RAM,8 GB,Medium
781_STORAGE,STORAGE,1280.0 GB,Medium
782_CPU,CPU,Intel Core i5 10th Gen,Low
782_GPU,GPU,NVIDIA GeForce GTX NVIDIA(R) GeForce(R) MX250 with 2GB GDDR5,Low
782_RAM,RAM,8 GB,Low
782_STORAGE,STORAGE,512.0 GB,Low
783_CPU,CPU,Intel Core i5 10th Gen,Medium
783_GPU,GPU,NVIDIA GeForce GTX 1650Ti,Medium
783_RAM,RAM,8 GB,Medium
783_STORAGE,STORAGE,512.0 GB,Medium
784_CPU,CPU,Intel Core i5 11th Gen,Low
784_GPU,GPU,Intel Integrated Iris Xe,Low
784_RAM,RAM,8 GB,Low
784_STORAGE,STORAGE,512.0 GB,Low
785_CPU,CPU,Intel Core i3 11th Gen,Low
785_GPU,GPU,Intel Integrated UHD,Low
785_RAM,RAM,8 GB,Low
785_STORAGE,STORAGE,256.0 GB,Low
786_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
786_GPU,GPU,AMD Radeon,Low
786_RAM,RAM,8 GB,Low
786_STORAGE,STORAGE,512.0 GB,Low
787_CPU,CPU,AMD Ryzen 7 Octa Core,Low
787_GPU,GPU,AMD Radeon,Low
787_RAM,RAM,8 GB,Low
787_STORAGE,STORAGE,512.0 GB,Low
788_CPU,CPU,AMD Ryzen 7 Octa Core,High
788_GPU,GPU,NVIDIA GeForce 1650Ti,High
788_RAM,RAM,16 GB,High
788_STORAGE,STORAGE,1280.0 GB,High
789_CPU,CPU,Intel Core i5 11th Gen,High
789_GPU,GPU,NVIDIA GeForce RTX 3060,High
789_RAM,RAM,16 GB,High
789_STORAGE,STORAGE,512.0 GB,High
790_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
790_GPU,GPU,AMD Radeon,Low
790_RAM,RAM,8 GB,Low
790_STORAGE,STORAGE,512.0 GB,Low
791_CPU,CPU,Intel Core i5 11th Gen,Low
791_GPU,GPU,Intel Integrated Iris Xe,Low
791_RAM,RAM,8 GB,Low
791_STORAGE,STORAGE,512.0 GB,Low
792_CPU,CPU,Intel Core i5 10th Gen,Low
792_GPU,GPU,Intel Integrated UHD,Low
792_RAM,RAM,16 GB,Low
792_STORAGE,STORAGE,1024.0 GB,Low
793_CPU,CPU,Intel Core i5 11th Gen,Low
793_GPU,GPU,Intel Integrated Iris Xe,Low
793_RAM,RAM,16 GB,Low
793_STORAGE,STORAGE,512.0 GB,Low
794_CPU,CPU,Intel Core i7 11th Gen,Low
794_GPU,GPU,Intel Integrated Iris Xe,Low
794_RAM,RAM,16 GB,Low
794_STORAGE,STORAGE,1024.0 GB,Low
795_CPU,CPU,Intel Core i5 11th Gen,Low
795_GPU,GPU,Intel Integrated Iris Xe,Low
795_RAM,RAM,8 GB,Low
795_STORAGE,STORAGE,256.0 GB,Low
796_CPU,CPU,AMD Ryzen 7 Octa Core 5th Gen,High
796_GPU,GPU,NVIDIA GeForce RTX 3050,High
796_RAM,RAM,8 GB,High
796_STORAGE,STORAGE,1024.0 GB,High
797_CPU,CPU,Intel Core i5 11th Gen,Low
797_GPU,GPU,NVIDIA GeForce MX350,Low
797_RAM,RAM,8 GB,Low
797_STORAGE,STORAGE,512.0 GB,Low
798_CPU,CPU,Intel Core i5 11th Gen,Low
798_GPU,GPU,Intel Integrated Iris Xe,Low
798_RAM,RAM,8 GB,Low
798_STORAGE,STORAGE,512.0 GB,Low
799_CPU,CPU,Intel Core i3 11th Gen,Low
799_GPU,GPU,Intel Integrated UHD,Low
799_RAM,RAM,8 GB,Low
799_STORAGE,STORAGE,512.0 GB,Low
800_CPU,CPU,Intel Core i5 10th Gen,Medium
800_GPU,GPU,NVIDIA GeForce GTX 1650,Medium
800_RAM,RAM,8 GB,Medium
800_STORAGE,STORAGE,512.0 GB,Medium
801_CPU,CPU,Intel Core i5 9th Gen,Medium
801_GPU,GPU,NVIDIA GeForce GTX 1650,Medium
801_RAM,RAM,8 GB,Medium
801_STORAGE,STORAGE,1280.0 GB,Medium
802_CPU,CPU,Intel Core i7 11th Gen,Low
802_GPU,GPU,Intel Integrated Iris Xe,Low
802_RAM,RAM,8 GB,Low
802_STORAGE,STORAGE,512.0 GB,Low
803_CPU,CPU,Intel Core i5 11th Gen,Low
803_GPU,GPU,Intel Integrated Iris Xe,Low
803_RAM,RAM,8 GB,Low
803_STORAGE,STORAGE,512.0 GB,Low
804_CPU,CPU,Intel Core i5 11th Gen,Low
804_GPU,GPU,Intel Integrated Iris Xe,Low
804_RAM,RAM,16 GB,Low
804_STORAGE,STORAGE,512.0 GB,Low
805_CPU,CPU,Intel Core i5 10th Gen,Low
805_GPU,GPU,Intel Integrated UHD,Low
805_RAM,RAM,8 GB,Low
805_STORAGE,STORAGE,1024.0 GB,Low
806_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
806_GPU,GPU,AMD Radeon,Low
806_RAM,RAM,8 GB,Low
806_STORAGE,STORAGE,1280.0 GB,Low
807_CPU,CPU,Intel Core i7 11th Gen,Low
807_GPU,GPU,Intel Integrated Iris Xe,Low
807_RAM,RAM,16 GB,Low
807_STORAGE,STORAGE,1024.0 GB,Low
808_CPU,CPU,AMD Athlon Dual Core,Low
808_GPU,GPU,AMD Radeon AMD Radeon Graphics,Low
808_RAM,RAM,4 GB,Low
808_STORAGE,STORAGE,1024.0 GB,Low
809_CPU,CPU,AMD Athlon Dual Core,Low
809_GPU,GPU,AMD Radeon AMD Radeon Graphics,Low
809_RAM,RAM,4 GB,Low
809_STORAGE,STORAGE,1024.0 GB,Low
810_CPU,CPU,Intel Core i5 11th Gen,Low
810_GPU,GPU,Intel Integrated Iris Xe,Low
810_RAM,RAM,16 GB,Low
810_STORAGE,STORAGE,512.0 GB,Low
811_CPU,CPU,Intel Core i3 11th Gen,Low
811_GPU,GPU,Intel Integrated UHD,Low
811_RAM,RAM,4 GB,Low
811_STORAGE,STORAGE,256.0 GB,Low
812_CPU,CPU,Intel Core i5 11th Gen,Low
812_GPU,GPU,Intel Integrated Iris Xe,Low
812_RAM,RAM,8 GB,Low
812_STORAGE,STORAGE,1280.0 GB,Low
813_CPU,CPU,Intel Core i3 10th Gen,Low
813_GPU,GPU,Intel Integrated UHD,Low
813_RAM,RAM,4 GB,Low
813_STORAGE,STORAGE,256.0 GB,Low
814_CPU,CPU,Intel Core i5 10th Gen,Medium
814_GPU,GPU,NVIDIA GeForce GTX 1650,Medium
814_RAM,RAM,8 GB,Medium
814_STORAGE,STORAGE,1280.0 GB,Medium
815_CPU,CPU,AMD Ryzen 5 Hexa Core,Medium
815_GPU,GPU,NVIDIA GeForce GTX 1650,Medium
815_RAM,RAM,8 GB,Medium
815_STORAGE,STORAGE,1280.0 GB,Medium
816_CPU,CPU,Intel Core i5 11th Gen,Low
816_GPU,GPU,Intel Integrated Iris Xe,Low
816_RAM,RAM,8 GB,Low
816_STORAGE,STORAGE,512.0 GB,Low
817_CPU,CPU,AMD Ryzen 7 Octa Core,Medium
817_GPU,GPU,AMD Radeon,Medium
817_RAM,RAM,16 GB,Medium
817_STORAGE,STORAGE,512.0 GB,Medium
818_CPU,CPU,AMD Athlon Dual Core,Low
818_GPU,GPU,AMD Radeon,Low
818_RAM,RAM,4 GB,Low
818_STORAGE,STORAGE,1024.0 GB,Low
819_CPU,CPU,Intel Core i5 10th Gen,Medium
819_GPU,GPU,NVIDIA GeForce GTX 1650 Ti,Medium
819_RAM,RAM,8 GB,Medium
819_STORAGE,STORAGE,512.0 GB,Medium
820_CPU,CPU,Intel Core i3 11th Gen,Low
820_GPU,GPU,Intel Integrated UHD,Low
820_RAM,RAM,4 GB,Low
820_STORAGE,STORAGE,1280.0 GB,Low
821_CPU,CPU,Intel Core i5 10th Gen,Medium
821_GPU,GPU,NVIDIA GeForce GTX 1650,Medium
821_RAM,RAM,8 GB,Medium
821_STORAGE,STORAGE,512.0 GB,Medium
822_CPU,CPU,Intel Octa Core i7 10th Gen,High
822_GPU,GPU,NVIDIA GeForce GTX 1650 Ti,High
822_RAM,RAM,16 GB,High
822_STORAGE,STORAGE,1024.0 GB,High
823_CPU,CPU,AMD Ryzen 5 Hexa Core 4th Gen,Medium
823_GPU,GPU,NVIDIA GeForce GTX GTX 1650Ti,Medium
823_RAM,RAM,8 GB,Medium
823_STORAGE,STORAGE,512.0 GB,Medium
824_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
824_GPU,GPU,AMD Radeon,Low
824_RAM,RAM,8 GB,Low
824_STORAGE,STORAGE,512.0 GB,Low
825_CPU,CPU,Intel Hexa Core i5 10th Gen,High
825_GPU,GPU,NVIDIA GeForce GTX 1660 Ti,High
825_RAM,RAM,16 GB,High
825_STORAGE,STORAGE,512.0 GB,High
826_CPU,CPU,AMD Ryzen 5 Hexa Core 5th Gen,Low
826_GPU,GPU,AMD Radeon AMD Radeon Graphics,Low
826_RAM,RAM,8 GB,Low
826_STORAGE,STORAGE,512.0 GB,Low
827_CPU,CPU,Intel Core i5 11th Gen,Low
827_GPU,GPU,Intel Integrated Iris Xe,Low
827_RAM,RAM,8 GB,Low
827_STORAGE,STORAGE,512.0 GB,Low
828_CPU,CPU,Intel Core i5 11th Gen,Low
828_GPU,GPU,Intel Integrated Iris Xe,Low
828_RAM,RAM,8 GB,Low
828_STORAGE,STORAGE,512.0 GB,Low
829_CPU,CPU,Intel Core i5 11th Gen,Low
829_GPU,GPU,NVIDIA GeForce MX330,Low
829_RAM,RAM,8 GB,Low
829_STORAGE,STORAGE,1280.0 GB,Low
830_CPU,CPU,Intel Core i5 11th Gen,Low
830_GPU,GPU,Intel Integrated Iris Xe,Low
830_RAM,RAM,4 GB,Low
830_STORAGE,STORAGE,1280.0 GB,Low
831_CPU,CPU,Intel Core i5 11th Gen,High
831_GPU,GPU,NVIDIA GeForce RTX 3060,High
831_RAM,RAM,16 GB,High
831_STORAGE,STORAGE,512.0 GB,High
832_CPU,CPU,Intel Core i3 10th Gen,Low
832_GPU,GPU,Intel Integrated UHD,Low
832_RAM,RAM,8 GB,Low
832_STORAGE,STORAGE,256.0 GB,Low
833_CPU,CPU,Intel Core i3 11th Gen,Low
833_GPU,GPU,Intel Integrated UHD,Low
833_RAM,RAM,8 GB,Low
833_STORAGE,STORAGE,1024.0 GB,Low
834_CPU,CPU,Intel Core i3 11th Gen,Low
834_GPU,GPU,Intel Integrated UHD,Low
834_RAM,RAM,8 GB,Low
834_STORAGE,STORAGE,256.0 GB,Low
835_CPU,CPU,Intel Core i7 11th Gen,Low
835_GPU,GPU,Intel Integrated Integrated Intel Iris Xe Graphics,Low
835_RAM,RAM,16 GB,Low
835_STORAGE,STORAGE,512.0 GB,Low
836_CPU,CPU,Intel Core i7 11th Gen,Low
836_GPU,GPU,Intel Integrated Iris Xe,Low
836_RAM,RAM,16 GB,Low
836_STORAGE,STORAGE,1024.0 GB,Low
837_CPU,CPU,Intel Core i5 10th Gen,Low
837_GPU,GPU,Intel Integrated,Low
837_RAM,RAM,8 GB,Low
837_STORAGE,STORAGE,512.0 GB,Low
838_CPU,CPU,Intel Core i3 11th Gen,Low
838_GPU,GPU,Intel Integrated,Low
838_RAM,RAM,8 GB,Low
838_STORAGE,STORAGE,1024.0 GB,Low
839_CPU,CPU,Intel Core i7 10th Gen,Medium
839_GPU,GPU,NVIDIA GeForce GTX 1650 Max Q,Medium
839_RAM,RAM,8 GB,Medium
839_STORAGE,STORAGE,1280.0 GB,Medium
840_CPU,CPU,Intel Core i3 11th Gen,Low
840_GPU,GPU,Intel Integrated UHD,Low
840_RAM,RAM,8 GB,Low
840_STORAGE,STORAGE,256.0 GB,Low
841_CPU,CPU,AMD Ryzen 7 Octa Core,Extreme
841_GPU,GPU,NVIDIA GeForce RTX 3060,Extreme
841_RAM,RAM,16 GB,Extreme
841_STORAGE,STORAGE,1280.0 GB,Extreme
842_CPU,CPU,Intel Core i7 11th Gen,Medium
842_GPU,GPU,Intel Integrated Iris Xe,Medium
842_RAM,RAM,16 GB,Medium
842_STORAGE,STORAGE,1024.0 GB,Medium
843_CPU,CPU,Intel Core i5 10th Gen,Medium
843_GPU,GPU,NVIDIA GeForce GTX 1650 Ti,Medium
843_RAM,RAM,8 GB,Medium
843_STORAGE,STORAGE,1024.0 GB,Medium
844_CPU,CPU,Intel Core i3 11th Gen,Low
844_GPU,GPU,Intel Integrated UHD,Low
844_RAM,RAM,8 GB,Low
844_STORAGE,STORAGE,512.0 GB,Low
845_CPU,CPU,Intel Core i5 11th Gen,Low
845_GPU,GPU,Intel Integrated Iris Xe,Low
845_RAM,RAM,16 GB,Low
845_STORAGE,STORAGE,512.0 GB,Low
846_CPU,CPU,AMD Ryzen 5 Hexa Core,Low
846_GPU,GPU,AMD Radeon,Low
846_RAM,RAM,8 GB,Low
846_STORAGE,STORAGE,512.0 GB,Low
847_CPU,CPU,AMD Ryzen 7 Octa Core,High
847_GPU,GPU,NVIDIA GeForce GTX 1650,High
847_RAM,RAM,16 GB,High
847_STORAGE,STORAGE,1024.0 GB,High
848_CPU,CPU,Intel Core i7 11th Gen,Low
848_GPU,GPU,Intel Integrated Iris Xe,Low
848_RAM,RAM,8 GB,Low
848_STORAGE,STORAGE,512.0 GB,Low
849_CPU,CPU,AMD Ryzen 9 Octa Core,High
849_GPU,GPU,NVIDIA GeForce GTX 1650,High
849_RAM,RAM,16 GB,High
849_STORAGE,STORAGE,1024.0 GB,High
850_CPU,CPU,AMD Ryzen 9 Octa Core,High
850_GPU,GPU,NVIDIA GeForce GTX 1650,High
850_RAM,RAM,32 GB,High
850_STORAGE,STORAGE,1024.0 GB,High
851_CPU,CPU,Intel Core i5 11th Gen,Low
851_GPU,GPU,Intel Integrated UHD,Low
851_RAM,RAM,8 GB,Low
